Date,time_start,time_end,site,Tow,Net, Sample,Day_Night,Start_Depth,End_Depth,Depth_Filtered,Volume_Filtered_m3,Volume_Filtered.10000,n,"n.10,000_m2","n.10,000_m3",Wet_Mass_g,g.10000_m2,Wet_Mass_g.10000_m3,Comments,Micronekton,Broad_Classification,Broad_Classification_noCyclothone,Family_ID,SwimBladder_gas_assumed,Broad_Classification_2,Genus_ID_orSubfamily,Species_ID
3/18/2021,8:13,14:58,PRZ-NE,S2,1,85,Day,1500.5,1000.2,500.3,99139,9.9139,2,100.9289987,0.201736955,2.75,138.78,0.28,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,1,83,Day,1500.5,1000.2,500.3,99139,9.9139,9,454.1804941,0.907816298,2.1,105.98,0.21,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
3/18/2021,8:13,14:58,PRZ-NE,S2,1,80,Day,1500.5,1000.2,500.3,99139,9.9139,1,50.46449934,0.100868478,0.4,20.19,0.04,,Micronekton,Fish,Fish,Lophiiformes,N,Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,1,79,Day,1500.5,1000.2,500.3,99139,9.9139,5,252.3224967,0.504342388,5.55,280.08,0.56,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,1,78,Day,1500.5,1000.2,500.3,99139,9.9139,4,201.8579974,0.40347391,8.4,423.9,0.85,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,1,97,Day,1500.5,852.1,500.3,99139,9.9139,1,65.40312087,0.100868478,21.1,1380.01,2.13,,Micronekton,Fish,Fish,Nemicthyidae,N,Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,1,82,Day,1500.5,1000.2,500.3,99139,9.9139,1,50.46449934,0.100868478,2.8,141.3,0.28,,Micronekton,Fish,Fish,Sternoptychidae,Y,SB Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,1,90,Day,1500.5,1000.2,500.3,99139,9.9139,,0,0,500,25232.25,50.43, weight approximation,Plankton,Other,Other,Miscellaneous,,Other,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,94,Day,1000.2,852.1,148.1,28716.7,2.87167,1,51.57277821,0.348229427,7.45,384.22,2.59,,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,95,Day,1000.2,852.1,148.1,28716.7,2.87167,2,103.1455564,0.696458855,0.85,43.84,0.3,,Micronekton,Cephalopoda,Cephalopoda,Squid,,Cephalopoda,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,103,Day,1000.2,852.1,148.1,28716.7,2.87167,5,257.863891,1.741147137,0.3,15.47,0.1,,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,109,Day,1000.2,852.1,148.1,28716.7,2.87167,26,1340.892233,9.053965114,17.25,889.63,6.01,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,108,Day,1000.2,852.1,148.1,28716.7,2.87167,11,567.3005603,3.830523702,1.25,64.47,0.44,,Micronekton,Crustacea,Crustacea,Euphausiacea,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,105,Day,1000.2,852.1,148.1,28716.7,2.87167,27,1392.465012,9.402194542,5.2,268.18,1.81,,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,107,Day,1000.2,852.1,148.1,28716.7,2.87167,1,51.57277821,0.348229427,0.15,7.74,0.05,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,106,Day,1000.2,852.1,148.1,28716.7,2.87167,6,309.4366693,2.089376565,5.15,265.6,1.79,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,93,Day,1000.2,852.1,148.1,28716.7,2.87167,1,51.57277821,0.348229427,4.35,224.34,1.51, same jar as 91 & 92,Micronekton,Fish,Fish,Bathylagidae,N,Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,92,Day,1000.2,852.1,148.1,28716.7,2.87167,1,51.57277821,0.348229427,36.95,1905.61,12.87, same jar as 91 & 93,Micronekton,Fish,Fish,Chiasmodontidae,N,Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,98,Day,1000.2,852.1,148.1,28716.7,2.87167,218,11242.86565,75.91401519,44.1,2274.36,15.36,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,101,Day,1000.2,852.1,148.1,28716.7,2.87167,13,670.4461167,4.526982557,0.85,43.84,0.3,,Plankton,Fish,Fish,Juvenile fish,N,Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,91,Day,1000.2,852.1,148.1,28716.7,2.87167,1,51.57277821,0.348229427,30.7,1583.28,10.69, same jar as 92 & 93,Micronekton,Fish,Fish,Macrouridae,Y,SB Fish,Nezumia,parini
3/18/2021,8:13,14:58,PRZ-NE,S2,2,102,Day,1000.2,852.1,148.1,28716.7,2.87167,3,154.7183346,1.044688282,1.4,72.2,0.49,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,96,Day,1000.2,852.1,148.1,28716.7,2.87167,2,103.1455564,0.696458855,1.5,77.36,0.52,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,99,Day,1000.2,852.1,148.1,28716.7,2.87167,1,51.57277821,0.348229427,1.1,56.73,0.38,,Micronekton,Fish,Fish,Nemicthyidae,N,Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,100,Day,1000.2,852.1,148.1,28716.7,2.87167,1,51.57277821,0.348229427,0.05,2.58,0.02,,Micronekton,Fish,Fish,Sternoptychidae,Y,SB Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,2,104,Day,1000.2,852.1,148.1,28716.7,2.87167,,0,0,200.55,10342.92,69.84,,Plankton,Other,Other,Miscellaneous,,Other,,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,114,Day,852.1,450,402.1,45652.4,4.56524,1,88.07861142,0.219046534,3.25,286.26,0.71,,Micronekton,Cephalopoda,Cephalopoda,Cranchiidae,,Cephalopoda,,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,116,Day,852.1,450,402.1,45652.4,4.56524,3,264.2358343,0.657139603,11.8,1039.33,2.58,,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,124,Day,852.1,450,402.1,45652.4,4.56524,6,528.4716685,1.314279205,14.65,1290.35,3.21,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,126,Day,852.1,450,402.1,45652.4,4.56524,5,440.3930571,1.095232671,0.3,26.42,0.07,,Micronekton,Crustacea,Crustacea,Euphausiacea,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,125,Day,852.1,450,402.1,45652.4,4.56524,17,1497.336394,3.723791082,2.25,198.18,0.49,,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,113,Day,852.1,450,402.1,45652.4,4.56524,23,2025.808063,5.038070288,4.75,418.37,1.04,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,123,Day,852.1,450,402.1,45652.4,4.56524,28,2466.20112,6.133302959,20.15,1774.78,4.41,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,122,Day,852.1,450,402.1,45652.4,4.56524,1,88.07861142,0.219046534,3.15,277.45,0.69,,Micronekton,Fish,Fish,Alepocephalidae,N,Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,118,Day,852.1,450,402.1,45652.4,4.56524,303,26687.81926,66.37109988,33.65,2963.85,7.37,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,117,Day,852.1,450,402.1,45652.4,4.56524,32,2818.515565,7.009489096,1.4,123.31,0.31,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,119,Day,852.1,450,402.1,45652.4,4.56524,60,5284.716685,13.14279205,81.55,7182.81,17.86,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,112,Day,852.1,450,402.1,45652.4,4.56524,20,1761.572228,4.380930685,5.2,458.01,1.14,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,111,Day,852.1,450,402.1,45652.4,4.56524,2,176.1572228,0.438093068,27.85,2452.99,6.1,,Micronekton,Fish,Fish,Nemicthyidae,N,Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,115,Day,852.1,450,402.1,45652.4,4.56524,1,88.07861142,0.219046534,27.35,2408.95,5.99, Jessie P. dissection,Micronekton,Fish,Fish,Neoscopelidae,N,Fish,Scopelengys,tristis
3/18/2021,8:13,14:58,PRZ-NE,S2,3,110,Day,852.1,450,402.1,45652.4,4.56524,1,88.07861142,0.219046534,21.4,1884.88,4.69,,Micronekton,Fish,Fish,Stomiidae,N,Fish,Chauliodus,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,120,Day,852.1,450,402.1,45652.4,4.56524,8,704.6288914,1.752372274,0.95,83.67,0.21,,Micronekton,Fish,Fish,Stomiidae,N,Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,3,121,Day,852.1,450,402.1,45652.4,4.56524,,0,0,Not weighted,#VALUE!,Not weighted, lots of salps,Plankton,Other,Other,Miscellaneous,,Other,,
3/18/2021,8:13,14:58,PRZ-NE,S2,4,127,Day,450,68.8,381.2,40837.3,4.08373,1,93.34603414,0.244874171,134.4,12545.71,32.91,,Micronekton,Cephalopoda,Cephalopoda,Bolitanidae,,Cephalopoda,,
3/18/2021,8:13,14:58,PRZ-NE,S2,4,134,Day,450,68.8,381.2,40837.3,4.08373,4,373.3841366,0.979496686,2.5,233.37,0.61,,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
3/18/2021,8:13,14:58,PRZ-NE,S2,4,135,Day,450,68.8,381.2,40837.3,4.08373,9,840.1143073,2.203867543,3.45,322.04,0.84, mostly juveniles,Micronekton,Cephalopoda,Cephalopoda,Squid,,Cephalopoda,,
3/18/2021,8:13,14:58,PRZ-NE,S2,4,132,Day,450,68.8,381.2,40837.3,4.08373,75,7000.952561,18.36556286,4.25,396.72,1.04,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
3/18/2021,8:13,14:58,PRZ-NE,S2,4,131,Day,450,68.8,381.2,40837.3,4.08373,19,1773.574649,4.652609257,2.15,200.69,0.53,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,4,133,Day,450,68.8,381.2,40837.3,4.08373,1,93.34603414,0.244874171,0.8,74.68,0.2,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,4,130,Day,450,68.8,381.2,40837.3,4.08373,23,2146.958785,5.632105942,6,560.08,1.47,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,4,128,Day,450,68.8,381.2,40837.3,4.08373,24,2240.304819,5.876980114,5.1,476.06,1.25,,Micronekton,Fish,Fish,Sternoptychidae,Y,SB Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,4,129,Day,450,68.8,381.2,40837.3,4.08373,,0,0,Not weighted,#VALUE!,Not weighted," lots of krill, Amphipodas, salps",Plankton,Other,Other,Miscellaneous,,Other,,
3/18/2021,8:13,14:58,PRZ-NE,S2,5,138,Day,68.8,1.2,67.6,22435.6,2.24356,20,602.6137032,8.914403894,3.6,108.47,1.6, small juveniles,Micronekton,Cephalopoda,Cephalopoda,Squid,,Cephalopoda,,
3/18/2021,8:13,14:58,PRZ-NE,S2,5,137,Day,68.8,1.2,67.6,22435.6,2.24356,2,60.26137032,0.891440389,0.1,3.01,0.04,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
3/18/2021,8:13,14:58,PRZ-NE,S2,5,136,Day,68.8,1.2,67.6,22435.6,2.24356,7,210.9147961,3.120041363,0.4,12.05,0.18,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,5,139,Day,68.8,1.2,67.6,22435.6,2.24356,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
3/21/2021,21:25,4:25,PRZ-NE,S3,0,210,Night,0,1498,1498,38586.7,3.85867,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,All,,Other,,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,144,Night,1498,1000,498,76627,7.6627,1,64.99014708,0.130502303,67.9,4412.83,8.86,Isotope sample taken ,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,151,Night,1498,1000,498,76627,7.6627,2,129.9802942,0.261004607,1,64.99,0.13,,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,157,Night,1498,1000,498,76627,7.6627,22,1429.783236,2.871050674,84.2,5472.17,10.99,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,156,Night,1498,1000,498,76627,7.6627,13,844.871912,1.696529944,1.2,77.99,0.16,,Micronekton,Crustacea,Crustacea,Euphausiacea,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,152,Night,1498,1000,498,76627,7.6627,24,1559.76353,3.132055281,6.95,451.68,0.91,Several individuals frozen individually for isotope analysis ,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,155,Night,1498,1000,498,76627,7.6627,2,129.9802942,0.261004607,2,129.98,0.26,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,154,Night,1498,1000,498,76627,7.6627,1,64.99014708,0.130502303,53.2,3457.48,6.94,,Micronekton,Fish,Fish,Anoplogasteridae ,Y,SB Fish,Anoplogaster,cornuta
3/21/2021,21:25,4:25,PRZ-NE,S3,1,149,Night,1498,1000,498,76627,7.6627,1,64.99014708,0.130502303,2.75,178.72,0.36,,Micronekton,Fish,Fish,Bathylagidae,N,Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,146,Night,1498,1000,498,76627,7.6627,14,909.8620591,1.827032247,3.1,201.47,0.4,in segments in a 10 ml cryovial for isotope analysis ,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,142,Night,1498,1000,498,76627,7.6627,1,64.99014708,0.130502303,460,29895.47,60.03,Oneroididae? ,Micronekton,Fish,Fish,Lophiiformes,N,Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,143,Night,1498,1000,498,76627,7.6627,1,64.99014708,0.130502303,2.85,185.22,0.37,,Micronekton,Fish,Fish,Lophiiformes,N,Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,147,Night,1498,1000,498,76627,7.6627,6,389.9408825,0.78301382,33.35,2167.42,4.35,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,150,Night,1498,1000,498,76627,7.6627,1,64.99014708,0.130502303,7.65,497.17,1,,Micronekton,Fish,Fish,Serrivomeridae,N,Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,153,Night,1498,1000,498,76627,7.6627,1,64.99014708,0.130502303,38.9,2528.12,5.08,,Micronekton,Fish,Fish,Stomiidae,N,Fish,Chauliodus,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,148,Night,1498,1000,498,76627,7.6627,1,64.99014708,0.130502303,6.5,422.44,0.85,,Micronekton,Fish,Fish,Unknown fish_1,N,Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,158,Night,1498,1000,498,76627,7.6627,2,129.9802942,0.261004607,1.3,84.49,0.17,,Non-nektonic,Other,Other,Eggs,,Other,,
3/21/2021,21:25,4:25,PRZ-NE,S3,1,145,Night,1498,1000,498,76627,7.6627,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,172,Night,1000,851.4,148.6,31315,3.1315,1,47.45329714,0.319335782,410,19455.85,130.93,2 10 ml vials isotopes (4) and extra (8) ,Micronekton,Cephalopoda,Cephalopoda,Amphitretidae,,Cephalopoda,,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,173,Night,1000,851.4,148.6,31315,3.1315,1,47.45329714,0.319335782,1.8,85.42,0.57,,Micronekton,Cephalopoda,Cephalopoda,Cranchiidae,,Cephalopoda,,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,166,Night,1000,851.4,148.6,31315,3.1315,2,94.90659428,0.638671563,0.2,9.49,0.06,,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,163,Night,1000,851.4,148.6,31315,3.1315,19,901.6126457,6.06737985,46.5,2206.58,14.85,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,167,Night,1000,851.4,148.6,31315,3.1315,10,474.5329714,3.193357816,0.7,33.22,0.22,,Micronekton,Crustacea,Crustacea,Euphausiacea,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,164,Night,1000,851.4,148.6,31315,3.1315,34,1613.412103,10.85741657,4.15,196.93,1.33,,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,160,Night,1000,851.4,148.6,31315,3.1315,1,47.45329714,0.319335782,5.45,258.62,1.74,Liz sample ,Plankton,Crustacea,Crustacea,Ostracod,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,170,Night,1000,851.4,148.6,31315,3.1315,5,237.2664857,1.596678908,1.05,49.83,0.34,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,165,Night,1000,851.4,148.6,31315,3.1315,4,189.8131886,1.277343126,1.1,52.2,0.35,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,168,Night,1000,851.4,148.6,31315,3.1315,272,12907.29682,86.85933259,50,2372.66,15.97,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,161,Night,1000,851.4,148.6,31315,3.1315,9,427.0796743,2.874022034,0.45,21.35,0.14,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,159,Night,1000,851.4,148.6,31315,3.1315,8,379.6263771,2.554686253,5.85,277.6,1.87,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,162,Night,1000,851.4,148.6,31315,3.1315,4,189.8131886,1.277343126,0.3,14.24,0.1,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,171,Night,1000,851.4,148.6,31315,3.1315,5,237.2664857,1.596678908,8.8,417.59,2.81,2 not in photo ,Micronekton,Fish,Fish,Stomiidae,N,Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,2,169,Night,1000,851.4,148.6,31315,3.1315,,0,0,163.1,7739.63,52.08,,Plankton,Other,Other,Miscellaneous,,Other,,
3/21/2021,21:25,4:25,PRZ-NE,S3,3,178,Night,851.4,448.9,402.5,50825,5.0825,3,237.5799311,0.590260698,15.15,1199.78,2.98,,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
3/21/2021,21:25,4:25,PRZ-NE,S3,3,179,Night,851.4,448.9,402.5,50825,5.0825,1,79.19331038,0.196753566,0.35,27.72,0.07,,Micronekton,Cephalopoda,Cephalopoda,Squid,,Cephalopoda,,
3/21/2021,21:25,4:25,PRZ-NE,S3,3,181,Night,851.4,448.9,402.5,50825,5.0825,5,395.9665519,0.983767831,0.2,15.84,0.04,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,3,180,Night,851.4,448.9,402.5,50825,5.0825,6,475.1598623,1.180521397,0.4,31.68,0.08,2 not in photo ,Micronekton,Crustacea,Crustacea,Euphausiacea,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,3,182,Night,851.4,448.9,402.5,50825,5.0825,3,237.5799311,0.590260698,0.15,11.88,0.03,,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,3,183,Night,851.4,448.9,402.5,50825,5.0825,6,475.1598623,1.180521397,0.9,71.27,0.18,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,3,184,Night,851.4,448.9,402.5,50825,5.0825,3,237.5799311,0.590260698,1.5,118.79,0.3,1 not in photo,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,3,185,Night,851.4,448.9,402.5,50825,5.0825,326,25817.01918,64.14166257,27.25,2158.02,5.36,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
3/21/2021,21:25,4:25,PRZ-NE,S3,3,177,Night,851.4,448.9,402.5,50825,5.0825,19,1504.672897,3.738317757,1,79.19,0.2,1 not in photo ,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,3,176,Night,851.4,448.9,402.5,50825,5.0825,2,158.3866208,0.393507132,1.5,118.79,0.3,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,3,187,Night,851.4,448.9,402.5,50825,5.0825,2,158.3866208,0.393507132,0.1,7.92,0.02,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,3,175,Night,851.4,448.9,402.5,50825,5.0825,1,79.19331038,0.196753566,3.55,281.14,0.7,,Micronekton,Fish,Fish,Nemicthyidae,N,Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,3,174,Night,851.4,448.9,402.5,50825,5.0825,10,791.9331038,1.967535662,0.8,63.35,0.16,,Micronekton,Fish,Fish,Stomiidae,N,Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,3,186,Night,851.4,448.9,402.5,50825,5.0825,,0,0,120.5,9542.79,23.71,,Plankton,Other,Other,Miscellaneous,,Other,,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,200,Night,448.9,70.2,378.7,48355,4.8355,1,78.31661669,0.206803847,0.45,35.24,0.09,Aka strawberry squid ,Micronekton,Cephalopoda,Cephalopoda,Histioteuthidae,,Cephalopoda,,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,201,Night,448.9,70.2,378.7,48355,4.8355,1,78.31661669,0.206803847,0.05,3.92,0.01,,Plankton,Cephalopoda,Cephalopoda,Squid paralarvae,,Cephalopoda,,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,198,Night,448.9,70.2,378.7,48355,4.8355,1,78.31661669,0.206803847,1.35,105.73,0.28,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,195,Night,448.9,70.2,378.7,48355,4.8355,30,2349.498501,6.204115397,5.7,446.4,1.18,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,190,Night,448.9,70.2,378.7,48355,4.8355,27,2114.548651,5.583703857,13.85,1084.69,2.86,5 frozen separately ,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,197,Night,448.9,70.2,378.7,48355,4.8355,5,391.5830834,1.034019233,1.75,137.05,0.36,,Micronekton,Fish,Fish,Bathylagidae,N,Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,193,Night,448.9,70.2,378.7,48355,4.8355,110,8614.827836,22.74842312,4.5,352.42,0.93,Many very small,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,202,Night,448.9,70.2,378.7,48355,4.8355,2,156.6332334,0.413607693,0.15,11.75,0.03,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,189,Night,448.9,70.2,378.7,48355,4.8355,41,3210.981284,8.478957709,28.6,2239.86,5.91,5 frozen separately ,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,192,Night,448.9,70.2,378.7,48355,4.8355,1,78.31661669,0.206803847,5.15,403.33,1.07,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,194,Night,448.9,70.2,378.7,48355,4.8355,2,156.6332334,0.413607693,1.6,125.31,0.33,Jessie P. dissection ,Micronekton,Fish,Fish,Phosichthyidae,Y,SB Fish,Vinciguerria,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,199,Night,448.9,70.2,378.7,48355,4.8355,1,78.31661669,0.206803847,0.45,35.24,0.09,,Micronekton,Fish,Fish,Scopelarchidae,N,Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,196,Night,448.9,70.2,378.7,48355,4.8355,12,939.7994003,2.481646159,2.45,191.88,0.51,,Micronekton,Fish,Fish,Sternoptychidae,Y,SB Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,191,Night,448.9,70.2,378.7,48355,4.8355,1,78.31661669,0.206803847,3.55,278.02,0.73,,Micronekton,Fish,Fish,Stomiidae,N,Fish,,
3/21/2021,21:25,4:25,PRZ-NE,S3,4,188,Night,448.9,70.2,378.7,48355,4.8355,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
3/21/2021,21:25,4:25,PRZ-NE,S3,5,203,Night,70.2,0.3,69.9,23437.6,2.34376,1,29.82387275,0.426664846,12.15,362.36,5.18,,Micronekton,Cephalopoda,Cephalopoda,Argonauta,,Cephalopoda,,
3/21/2021,21:25,4:25,PRZ-NE,S3,5,208,Night,70.2,0.3,69.9,23437.6,2.34376,1,29.82387275,0.426664846,0.9,26.84,0.38,,Micronekton,Cephalopoda,Cephalopoda,Cranchiidae,,Cephalopoda,,
